,1A1,1A16,1A19,1A21,1A24,1A3,1A6,1A7,1B15,1B18,1B21,1B23,1B26,1B30,1B7,1B9,1C11,1C13,1C15,1C18,1C20,1C23,1C25,1D12,1D20,1D24,1D27,1D30,1D32,1D5,1D7,1D9,1E1,1E12,1E14,1E17,1E23,1E29,1E3,1E31,1E6,1EX3,1EX5,1F10,1F14,1F21,1F23,1F28,1F3,1F31,1F7,1G11,1G13,1G16,1G23,1G25,1G30,1G32,1G8,1H16,1H19,1H2,1H6,1H9,Status
10,-27228.277814941273,-29332.02392774963,-23766.409211600374,-8645.468401281141,-37296.352961680466,-36023.3553138587,-24563.938987966714,-26810.09108764476,-41888.125727243765,-15607.549287113503,-20417.571649406647,-38322.507315606315,-22585.130144305833,-1223.4821152378372,-18541.731365485866,-12301.336646159685,-16371.704125148302,-3511.5716374261146,-16374.141620644426,-18042.76353745243,-19012.136746295495,-8498.562422726296,-20504.571488652913,-35787.98074877147,-15530.893178754637,-31194.14548701915,-24824.032257380022,-27374.71504436225,-17407.920960481224,-30945.77094595259,-31119.86437427189,-26139.09232748105,-24640.657596210098,-30810.114946610625,-32709.017687917807,-16515.360109708316,-29193.274184124122,-28126.901154512234,-6115.129326708871,-14190.301905828826,-21843.381514870016,-19113.824058403017,-23369.628694750587,-4867.319132347054,-21980.94376068972,-20354.446766045494,-24148.908504838255,-19320.854925862248,-17513.452015486477,-15077.14401716852,-17249.015004099307,-24526.56405702615,-30705.36514016182,-33822.76562999282,-24858.25094415253,-20328.978063105227,-28199.401020550788,-30131.36620076693,-25266.68768946455,-36583.35427912201,-38722.25657697061,-10734.808290708557,-26794.12236715092,-31174.364273569838,30
11,-27247.40277960317,-29351.367642007328,-23772.127951033588,-8658.405877375952,-37319.29041929784,-36035.57404128158,-24572.59522197218,-26819.247320726354,-41906.18819386888,-15628.642998137651,-20437.290362971446,-38346.91352050981,-22608.505101114813,-1247.1695714693988,-18557.887585633252,-12319.83661197642,-16391.70408819342,-3532.8215981615526,-16394.579082881155,-18062.45100107497,-19031.605460322226,-8518.62488565593,-20523.415203834484,-35802.10572267209,-15552.236889316848,-31211.364205203306,-24847.844713380615,-27397.46500232607,-17427.264674738923,-30967.177156399317,-31144.36432900216,-26153.59230068876,-24664.845051517786,-30828.333662947036,-32729.26765050099,-16535.047573330852,-29210.524152250535,-28144.026122869618,-6137.254285827533,-14217.801855015863,-21865.162724623842,-19131.105276471688,-23382.22242148056,-4893.225334478933,-22006.50621345676,-20376.321725626094,-24166.18972290693,-19345.354880592517,-17536.795722353203,-15104.143967279431,-17274.077457790223,-24541.09528017612,-30719.458864120177,-33843.203092229545,-24879.063405696354,-20343.884285562293,-28219.557233307194,-30149.64741698786,-25285.21890522354,-36599.541749211654,-38737.569048677025,-10756.46450069335,-26815.05982846378,-31196.707982284304,30
12,-27231.871558300943,-29340.523912043802,-23765.940462466504,-8651.624639905966,-37295.69671289305,-36015.57407823647,-24562.032741488976,-26809.966087875728,-41897.75070945923,-15618.486766903801,-20430.00912642533,-38339.757283732724,-22601.97386318289,-1240.4820838261876,-18546.637606420372,-12304.774139808065,-16378.204113137965,-3520.915370161256,-16382.79785464989,-18049.076025788545,-19020.074231629027,-8505.124910600476,-20509.47772958742,-35776.41827013601,-15535.955669400431,-31185.739252551746,-24830.50099542743,-27377.37128945418,-17408.389709615094,-30946.08344537517,-31127.36436041381,-26126.654850462368,-24650.2513284833,-30812.98994129836,-32713.67392931425,-16516.578857456378,-29194.930431063796,-28123.869910113208,-6129.535550089808,-14206.489375918469,-21852.912747258706,-19108.417818392383,-23357.09746790513,-4883.1316031296,-21995.3187341284,-20364.165498087732,-24154.47099456018,-19333.542402418992,-17526.70199100387,-15094.237735583645,-17264.827474881855,-24524.595310663895,-30695.865157715387,-33821.109383053146,-24875.782161759264,-20330.853059640707,-28204.776010619164,-30135.178693722406,-25274.218925548725,-36579.44803633976,-38714.85034065547,-10738.964533028871,-26798.091109817688,-31178.426766063378,30
13,-27206.090355938097,-29316.24270690934,-23743.628003694295,-8632.874674551167,-37271.72800718117,-35997.26161207328,-24554.376505635766,-26791.716121597055,-41879.219493700235,-15597.29930605288,-20409.384164535055,-38317.038575711165,-22581.56765088842,-1218.3258747652676,-18527.262642220416,-12283.680428783917,-16349.547916087382,-3494.4779190109903,-16358.0166504393,-18021.482326774734,-18992.699282211022,-8478.999958872791,-20481.727780862315,-35751.480816214134,-15503.018230260503,-31156.52055654052,-24803.407295489746,-27350.090089862948,-17385.48350193998,-30918.239746823296,-31088.520682187118,-26097.21740485533,-24622.220130277878,-30785.27124251552,-32690.017723024946,-16493.485150127715,-29177.05546409222,-28103.026198627125,-6102.03560090277,-14179.770675287882,-21820.88155644426,-19082.824115683085,-23327.410022760032,-4859.8503961473925,-21973.162525067477,-20338.728045089723,-24132.439785268292,-19308.79244815066,-17502.795785176502,-15069.237781777249,-17241.51501795739,-24496.032863440087,-30664.115216381262,-33781.140706905164,-24849.46971037803,-20301.97811299432,-28177.276061432127,-30107.99124395795,-25246.875226072978,-36555.010581494,-38689.256637946164,-10714.058329049247,-26770.90366005323,-31157.239305212453,30
14,-27213.621592022275,-29318.523952694173,-23748.971743820413,-8631.4371772073,-37276.22799886632,-36005.261597291326,-24558.37649824479,-26798.934858258654,-41884.375734172805,-15605.705540520281,-20412.634158529887,-38322.663565317605,-22587.81763934002,-1223.9196144294492,-18534.418878997494,-12293.055411461317,-16351.7666619877,-3495.1654177406663,-16363.704139930254,-18021.85732608183,-18997.19927389617,-8481.156204888593,-20486.227772547467,-35767.449536707965,-15518.580701504985,-31170.27053113404,-24810.751031920372,-27357.433826293574,-17396.389731788022,-30929.489726036172,-31097.895664864518,-26117.37361761174,-24623.40762808368,-30789.021235586475,-32695.705212515903,-16499.297639387703,-29191.4304375309,-28112.838680496134,-6116.129324861126,-14185.426914836578,-21827.850293567793,-19093.63659570435,-23339.410000587104,-4867.350382289312,-21982.131258495523,-20341.165540585847,-24130.533538790554,-19314.667437295164,-17506.639528074236,-15075.42527034433,-17250.82750075027,-24499.09535778137,-30669.64645616093,-33788.20319385547,-24845.59471753804,-20299.665617267226,-28175.557314607937,-30106.491246729565,-25249.000222146522,-36564.823063363016,-38700.006618082916,-10725.370808146643,-26777.30989821612,-31176.395519816608,30
15,-27241.62154028544,-29344.086405461214,-23760.284222917806,-8639.56216219438,-37295.38421347047,-36028.73030392708,-24579.28270961539,-26816.903575057004,-41905.59444496598,-15631.142993518291,-20432.134122498876,-38346.22602178013,-22613.661341587384,-1249.2320676584266,-18555.668839732934,-12318.5866142861,-16373.641621568298,-3517.321626801586,-16391.51658853987,-18046.04478138952,-19025.19922215934,-8504.59366158209,-20512.633973755477,-35805.605716204984,-15563.486868529728,-31212.08295387524,-24846.68846551707,-27394.34000810027,-17435.358409783745,-30965.89590876674,-31144.145579406355,-26147.686061602,-24649.845079233946,-30813.677440028037,-32721.048915687137,-16532.547577950212,-29230.27411575759,-28146.369868538965,-6142.316776473328,-14214.364361367483,-21858.47523698063,-19124.85528802009,-23377.784929679925,-4897.912825817632,-22014.13119936771,-20362.00925207193,-24142.81476609795,-19341.26113815672,-17526.920740599675,-15105.050215604912,-17278.702449244403,-24526.439057257117,-30699.958900151185,-33809.703154128976,-24857.844694903175,-20319.57183048557,-28194.65102932757,-30122.616216934694,-25269.593934094544,-36596.91675406198,-38730.13156241963,-10755.089503233998,-26807.528592379604,-31204.239218368482,30
16,-27245.871532432528,-29349.867644778944,-23746.721747977837,-8633.280923800521,-37282.97798639404,-36026.98030716063,-24570.1264765338,-26810.622336663146,-41902.93819987405,-15629.45549663636,-20429.602877175977,-38346.03852212658,-22614.94258921996,-1250.7008149445526,-18551.54384735488,-12315.961619136428,-16371.73537509056,-3513.259134308046,-16393.985333978253,-18043.138536759525,-19022.85547648999,-8498.937422033392,-20508.758980915485,-35810.48070719723,-15565.236865296176,-31222.457934704893,-24855.782198714147,-27400.24624718703,-17443.577144597595,-30962.552164945133,-31141.176834891845,-26143.842318704264,-24658.37631347038,-30814.177439104165,-32724.486409335517,-16540.8913125331,-29239.867848030794,-28154.43235364153,-6137.941784557209,-14219.676851551343,-21851.850249221934,-19130.886526875882,-23390.972405312797,-4900.1315717179505,-22018.256191745768,-20361.821752418382,-24137.3460262028,-19341.667387406073,-17526.576991234837,-15110.112706250708,-17280.6399456644,-24536.626538433226,-30710.927629883743,-33822.390630685724,-24863.53218439413,-20318.353082737507,-28189.05728966339,-30116.053729060513,-25265.9064409081,-36596.573004697144,-38733.10030693413,-10754.683253984644,-26809.43483885734,-31202.58297142881,30
17,-27217.809084284847,-29320.836448421265,-23724.846788397237,-8620.468447474743,-37260.696777564095,-35997.011612535214,-24541.970278559344,-26786.87238054707,-41882.75073717539,-15610.299282032207,-20409.63416407312,-38326.50730821534,-22597.223871959675,-1233.6383464716862,-18528.793889391058,-12292.9929115768,-16341.579180811594,-3491.3216748429327,-16373.016622723138,-18019.763579950544,-18999.605519450037,-8472.187471460547,-20482.696529072313,-35772.293277757955,-15533.111924654955,-31184.833004226264,-24825.844754030986,-27367.96505683452,-17405.827214349938,-30939.23970802067,-31102.301906722896,-26125.717352194628,-24640.47009655655,-30782.521247596815,-32693.923965807197,-16512.01636588671,-29205.58666137377,-28128.463651625134,-6109.379337333399,-14200.895636254287,-21824.28780015038,-19098.60533652337,-23354.941221889327,-4878.787861155738,-21997.756229624523,-20337.790546821983,-24119.127309866384,-19321.91742389902,-17505.04578101908,-15091.768990145263,-17261.233731522185,-24515.78282694714,-30686.64642474928,-33796.296928900294,-24839.68847845128,-20288.790637361442,-28155.80735110088,-30081.397543096395,-25234.968998072683,-36566.79180972527,-38702.63161323259,-10726.839555432769,-26778.841145386763,-31169.426782693074,30
18,-27195.24662597457,-29301.52398410582,-23724.440539147883,-8620.218447936679,-37246.41555395219,-35983.074138288146,-24541.001530349346,-26787.18487996965,-41882.25073809926,-15611.455529895753,-20406.63416961635,-38326.569808099855,-22597.817620862577,-1234.763344392974,-18525.91889470332,-12291.74291388648,-16330.766700790326,-3486.165434370363,-16370.422877515724,-18011.044846060562,-18994.261779323922,-8462.281239764763,-20476.25904096717,-35751.98081529026,-15527.455685106257,-31158.86430220987,-24809.21978474973,-27352.96508455068,-17385.7647514203,-30948.958440062906,-31092.801924276464,-26136.529832215892,-24637.1576026772,-30770.927519019097,-32680.830240001094,-16497.547642621255,-29186.242947116072,-28117.43242200806,-6099.348105868583,-14202.333133598155,-21820.850306502,-19076.886626654064,-23328.566270623578,-4880.569107864444,-21998.787477719037,-20336.44679930489,-24118.064811829612,-19323.698670607726,-17504.045782866822,-15094.80023454429,-17263.421227480245,-24503.18910021717,-30676.896442764784,-33780.14070875291,-24833.15724051936,-20282.821898390164,-28142.932374890588,-30067.366319022552,-25223.43776937948,-36551.32308830756,-38684.94414591456,-10719.714568597945,-26767.216166866787,-31154.45806035149,30
19,-27218.277833418717,-29325.992688893835,-23745.90924947913,-8647.749647065973,-37270.04051029924,-36006.855344346484,-24561.97024160446,-26808.466090647344,-41902.406950855664,-15635.017986358282,-20426.57163277695,-38349.47601577496,-22621.005078018014,-1259.3257990077598,-18547.91885405295,-12314.430371965786,-16355.04790592479,-3513.571633730626,-16397.48532751115,-18037.076047961473,-19020.761730358703,-8486.124945707614,-20502.540242406143,-35777.69951776859,-15558.205628288126,-31186.551751050454,-24832.50099173194,-27380.15253431514,-17413.170950780564,-30979.739633187033,-31122.48936942156,-26169.02977216421,-24665.345050593914,-30796.864971093233,-32705.892693692007,-16520.797599661204,-29210.086653058923,-28139.807380664788,-6129.410550320776,-14231.614329493897,-21847.506507248072,-19096.824089814665,-23350.534980030952,-4906.600309765356,-22027.162425289298,-20362.94675033967,-24141.40851869634,-19351.85486858218,-17528.57698753935,-15122.956432518744,-17290.514927417928,-24520.376568459065,-30696.333906849257,-33797.95317583997,-24847.31346436223,-20304.16560895238,-28165.21358372054,-30091.428774561213,-25249.531471164908,-36568.885555856556,-38707.194104802256,-10744.589522635311,-26791.434872116733,-31176.864268950478,30
20,-27229.215313209013,-29334.2739235922,-23760.002973437484,-8656.812130320794,-37283.19673598985,-36014.511580199694,-24566.720232827676,-26812.90358244798,-41904.65694669824,-15637.54923168118,-20429.509127349203,-38353.16350896141,-22624.098822301556,-1265.607037401617,-18553.54384365939,-12318.805363881906,-16362.98539125832,-3521.5091190641574,-16404.266564981135,-18043.85728543146,-19027.6054677132,-8494.281180636952,-20510.07147849032,-35788.01199871373,-15558.330628057158,-31200.020476163652,-24840.750976488052,-27388.621268667055,-17421.20218594087,-30973.270895139627,-31133.645598807667,-26158.248542085203,-24671.720038814547,-30803.989957928057,-32711.29893370264,-16526.610088921192,-29213.27414716924,-28141.276127950914,-6134.785540389151,-14237.801818060982,-21857.256489232568,-19110.19906510109,-23365.81620179511,-4907.194058668258,-22030.068669919292,-20369.35298850256,-24146.127259977296,-19360.948601779255,-17533.139479109017,-15126.393926167124,-17295.60866800598,-24521.439066495837,-30701.30264766828,-33806.140660711564,-24844.34471984772,-20312.853092900103,-28178.5573090647,-30108.209993553755,-25262.281447606172,-36581.698032182336,-38720.037831070294,-10749.90201281917,-26799.90360646865,-31187.614249087226,30
21,-27206.37160541842,-29308.180221806775,-23744.096752828165,-8619.593449091519,-37260.19677848797,-35993.574118886834,-24547.12651903191,-26791.96612113512,-41879.03199404669,-15616.393020772517,-20402.509177238295,-38330.19480140178,-22601.03636491515,-1244.7008260310172,-18534.356379112978,-12297.430403377435,-16338.797935950632,-3499.759159252592,-16381.172857652475,-18021.826076139572,-19004.668010095833,-8473.343719324093,-20488.19651890972,-35758.01205414606,-15528.643182912061,-31170.458030787588,-24811.501030534564,-27360.683820288406,-17392.170989583192,-30939.05220836712,-31104.42690279644,-26121.717359585604,-24649.81382929169,-30777.74000643134,-32680.173991213676,-16500.92263638512,-29188.711692554454,-28108.463688580017,-6114.629327632743,-14214.833110501353,-21831.66278652327,-19080.042870822122,-23340.40999873936,-4880.756607517992,-22005.56871518902,-20346.2592811739,-24113.75231979801,-19338.979892371884,-17506.8895276123,-15101.98772126363,-17270.70246402636,-24502.53285142975,-30682.708932024772,-33799.078173761256,-24824.21975703357,-20298.38436963465,-28165.99483227699,-30101.928755159897,-25246.125227458786,-36558.32307537335,-38696.00662547389,-10725.902057165029,-26777.247398331605,-31167.395536446304,30
22,-27201.465364483913,-29304.148979255493,-23729.409279966905,-8609.843467107024,-37262.91552346441,-35983.417887652984,-24539.407783294188,-26783.12238747611,-41866.18826777865,-15608.830534746081,-20390.134200104127,-38318.22607351697,-22591.692632180013,-1233.7633462407182,-18526.293894010418,-12290.367916427129,-16330.485451310004,-3492.9466718403482,-16371.641625263786,-18014.419839824426,-18997.449273434235,-8467.78122960217,-20479.509034962,-35748.73082129543,-15517.486953525957,-31153.270562545687,-24795.719809694278,-27344.246350660702,-17377.921015913544,-30934.020967663582,-31091.92692589324,-26125.279853003016,-24643.53259089783,-30767.990024446844,-32664.267770604358,-16487.64141092547,-29174.461718884806,-28087.994976401027,-6098.066858236005,-14207.23937453266,-21825.22529841812,-19064.980398653766,-23325.7225258781,-4872.881622068977,-21994.568735514207,-20334.946802076505,-24101.75234197094,-19329.167410502872,-17494.827049900712,-15093.737736507517,-17259.827484120575,-24498.126609571373,-30675.646445074464,-33794.48443224933,-24816.126021988748,-20289.853135398214,-28162.276089148287,-30102.928753312153,-25238.843990912672,-36550.13559050176,-38687.00664210359,-10717.464572755369,-26769.122413344525,-31158.801802325353,30
