,1A1,1A16,1A19,1A21,1A24,1A3,1A6,1A7,1B15,1B18,1B21,1B23,1B26,1B30,1B7,1B9,1C11,1C13,1C15,1C18,1C20,1C23,1C25,1D12,1D20,1D24,1D27,1D30,1D32,1D5,1D7,1D9,1E1,1E12,1E14,1E17,1E23,1E29,1E3,1E31,1E6,1EX3,1EX5,1F10,1F14,1F21,1F23,1F28,1F3,1F31,1F7,1G11,1G13,1G16,1G23,1G25,1G30,1G32,1G8,1H16,1H19,1H2,1H6,1H9,Status
10,-18882.761985347388,-16813.92205804122,-3981.0395199680024,-5763.286226826083,-8191.344240387929,-16105.985866128554,-9628.435335006434,-3289.5720476253045,-2813.822926689559,2187.042832973174,-3515.9466293422342,-4428.351193448971,-4307.101417487943,-4368.226304544584,-2901.4477647809827,621.6082255010757,-5694.380104147201,-8706.280788915203,-6486.441140618391,-9712.966428814316,-10296.684100251441,-3576.884016745328,-793.1391604029615,-16657.422347213167,-1193.419670785644,-15723.299073237124,-12913.366765282555,-18734.19975985287,852.701548498963,-10630.745982989427,-10154.465613035296,-5990.379557214947,-11162.151251086665,-8356.937684413055,-14220.05185085844,-18738.762251422537,-1828.2309978145938,-17972.763666794515,-15399.268421963954,-11674.744053944589,-546.3896163338177,-15237.862470201399,-12419.68017749072,-8726.187002133547,-6716.003216445636,-2235.073996071456,-9618.122854061296,12935.585472380251,-5037.693817537653,-7704.532639892853,-3553.8215593589266,-16172.079494004218,-16737.953448412027,-13391.553381714424,-15423.737126751965,-11311.713474733438,1401.4192846071312,12255.680478673012,-9341.74836473157,-21390.538601609383,-22310.974400876425,3015.7600517129945,-18306.919299359277,-13696.771567748281,30
11,-18877.043245914174,-16807.9845690122,-3976.727027936399,-5757.692487161902,-8184.406753206654,-16104.64211861146,-9622.591595804188,-3284.978306113379,-2830.6978955088775,2188.542830201558,-3512.3528859825647,-4425.413698876719,-4306.038919451171,-4364.507561415883,-2897.9477712480866,624.2644705930054,-5689.786362635275,-8706.530788453267,-6486.878639810003,-9711.528931470448,-10298.027847768535,-3572.8840241363046,-797.2641527810171,-16656.328599234137,-1337.044405403398,-15722.58032456519,-12912.741766437395,-18732.44976308642,856.8890407615346,-10630.027234317493,-10153.715614421104,-5989.129559524627,-11162.276250855697,-8350.312696654359,-14213.395613157485,-18735.356007716415,-1819.6685136359026,-17966.076179151307,-15399.268421963954,-11674.525304348783,-546.1708667380117,-15231.424982096252,-12418.867678992012,-8728.124498553543,-6718.096962576922,-2232.0427516724303,-9615.060359720012,12939.179215739921,-5034.756322965401,-7704.907639199949,-3553.0715607447346,-16164.86075734262,-16730.54721209688,-13385.584642743148,-15419.049635413265,-11305.900985473452,1431.3879792325502,12281.367931209084,-9335.435876395455,-21387.75735674842,-22307.63065705482,3018.0412974978285,-18393.419139529415,-13695.677819769251,30
12,-18872.199504864184,-16802.890828424144,-3972.4145359047952,-5750.348750731273,-8180.750509962468,-16096.67338333567,-9614.841610124206,-3274.9783245908197,-2823.666658500828,2195.980316458961,-3503.0091532474235,-4417.944962677057,-4299.538931461507,-4357.195074927511,-2889.5102868384274,633.1394541942766,-5685.3801207768975,-8702.937045093597,-6482.847397258721,-9706.34144105562,-10293.809105563705,-3568.790281700507,-791.1704140407077,-16650.578609858665,-1525.2940575655716,-15717.861583284232,-12908.085525040955,-18727.324772556112,863.6702782315199,-10625.745992228149,-10148.8093734866,-5984.848317435281,-11157.213760209903,-8342.062711898248,-14204.083130364603,-18729.69976816772,-1810.5122805543097,-17956.732446416165,-15400.518419654274,-11670.212812317179,-541.9208745909241,-15225.268743471426,-12417.773931012982,-8725.562003288387,-6714.878218524348,-2224.5740154727687,-9606.279125945513,12947.14795101571,-5028.600084340575,-7699.12639988222,-3549.571567211839,-16157.735770507797,-16722.328477283027,-13377.834657063164,-15410.830900599412,-11296.057253662182,1496.4816089559579,12308.711630684833,-9328.654638925469,-21381.569868181337,-22302.068167332895,3024.9162847945877,-18430.575320874173,-13690.146579989585,30
13,-18879.29324175675,-16810.703313988644,-3977.039527358979,-5753.098745649976,-8189.687993448255,-16103.923369939526,-9618.154104003554,-3275.4783236669477,-2815.1041743221367,2194.449069288319,-3504.759150013871,-4419.0387106560875,-4303.007675052145,-4359.632570423635,-2889.5102868384274,631.8269566194407,-5690.817610729789,-8704.624541975529,-6485.784891830973,-9708.497687071422,-10298.8715962095,-3574.2277716533986,-797.2329028387591,-16661.203590226385,-1393.3255514100506,-15728.955312785822,-12919.179254542543,-18736.168506215123,853.5140469976709,-10633.027228774261,-10156.215609801744,-5992.942052480103,-11164.088747506661,-8349.156448790814,-14212.801864254585,-18736.51225557996,-1819.7310135204186,-17964.95118123002,-15412.643397250376,-11676.994049787165,-548.7021120609094,-15233.862477592376,-12426.930164094576,-8730.218244684827,-6718.90946107563,-2224.6365153572847,-9608.154122480993,12943.929206963136,-5029.3188330125095,-7704.657639661885,-3550.9778146134486,-16166.392004513262,-16732.42220863236,-13386.9596402025,-15415.362142226822,-11298.807248580886,1553.2002541542222,12329.274092690594,-9335.06087708836,-21386.101109808747,-22307.380657516755,3021.44754120395,-18344.262980357584,-13695.740319653767,30
14,-18889.355723163826,-16822.2657926241,-3986.414510036378,-5762.536228211891,-8199.562975201783,-16116.142097362403,-9627.87283604579,-3284.884556286605,-2831.2603944695215,2184.8553370151144,-3514.102882749012,-4428.069943968649,-4314.32015414954,-4370.288800733612,-2898.9165194580846,620.7957270023678,-5702.911338383634,-8710.68703077358,-6492.816128839022,-9715.497674137214,-10306.434082235935,-3582.8215057743478,-806.3891359203521,-16676.73481152861,-1202.7946534630432,-15743.736535473854,-12935.366724632186,-18751.07472867219,840.0140719422162,-10644.370957813915,-10170.090584164294,-6008.12952441749,-11178.432471003081,-8364.406420612717,-14228.80183469068,-18751.605977690575,-1833.6059878829692,-17979.919903571597,-15427.487119822925,-11688.806527960687,-562.077087347332,-15245.924955303963,-12434.02390098714,-8740.593225514483,-6729.19069207851,-2234.011498034684,-9618.497853368392,12932.991727172837,-5036.381319962817,-7716.90761702702,-3559.3840490808498,-16179.329480608072,-16747.203431320395,-13400.803364622792,-15425.643373229703,-11308.932229872476,1538.0127822168358,12380.898997300805,-9348.029603125427,-21397.694838386466,-22317.78688828867,3011.416309739133,-18288.919332618672,-13707.55279782729,30
15,-18888.949473914472,-16821.703293663457,-3985.883261017992,-5761.598729944151,-8194.437984671471,-16114.92334961434,-9626.247839048374,-3284.540806921767,-2836.9791339027347,2184.0428385164064,-3514.5403819406242,-4428.601192987035,-4315.070152763732,-4371.476298539416,-2897.9477712480866,620.4519776375298,-5705.536333533305,-8711.874528579385,-6493.503627568698,-9716.18517286689,-10305.809083390775,-3581.6027580262858,-807.35788413035,-16677.453560200545,-1295.450732258004,-15744.142784723208,-12936.772972033796,-18753.54347411057,837.7640760996404,-10644.745957121011,-10169.871834568488,-6008.44202384007,-11180.244967654045,-8365.59391841852,-14229.051834228743,-18753.85597353315,-1835.3247347071592,-17979.294904726437,-15428.455868032923,-11690.8065242652,-564.108333594102,-15242.956210789453,-12432.242654278434,-8741.43697395545,-6731.3781880365705,-2235.105246013714,-9618.654103079682,12933.366726479933,-5036.975068865719,-7717.657615641212,-3559.8527982147198,-16177.641983726142,-16745.953433630075,-13399.959616181826,-15422.455879119387,-11308.369730911832,1544.1065209571452,12420.523924083946,-9348.529602201555,-21397.726088328724,-22317.849388173185,3011.635059334939,-18354.231711937886,-13708.33404638374,30
16,-18882.824485231904,-16812.859560004446,-3977.227027012527,-5752.223747266753,-8184.094253784074,-16106.392115377908,-9615.935358103236,-3275.4158237824317,-2814.760424957299,2191.8553240809056,-3505.477898685805,-4421.1324567873735,-4306.476418642783,-4364.476311473625,-2887.979039667786,630.2332095642828,-5698.723846121062,-8709.718282563583,-6486.941139694519,-9711.435181643674,-10300.621592975947,-3574.727770729526,-802.2641435422966,-16667.70357821605,-1541.887776904568,-15736.955298003868,-12929.397985660908,-18748.980982540903,843.1078162257579,-10635.995973288771,-10160.153102526252,-5997.692043703319,-11172.307482320515,-8355.656436780477,-14219.27060230199,-18750.387229942513,-1830.6372433684596,-17972.98241639032,-15420.20588327681,-11682.400289797799,-556.5770975099247,-15238.268719450753,-12430.305157858438,-8732.561990354177,-6723.565702472071,-2226.3552621814747,-9608.966620979701,12942.491709619268,-5030.1938313957335,-7708.782632039941,-3554.07155889699,-16166.767003820358,-16736.890950375255,-13389.178386102816,-15412.612147308118,-11298.807248580886,1561.0127397187214,12454.805110740968,-9338.81087015932,-21390.194852244545,-22310.28690214675,3019.978793917824,-18415.32534905227,-13698.20906509215,30
17,-18877.918244297398,-16808.859567395422,-3974.0395329022112,-5750.473750500305,-8181.625508345692,-16099.985877215018,-9614.997859835496,-3274.2283259766277,-2808.0104374295715,2193.0428218867096,-3503.8529016883895,-4420.9762070760835,-4305.851419797623,-4365.257560030075,-2887.572790418432,633.1707041365346,-5697.630098142032,-8712.24952788648,-6486.284890907101,-9709.872684530774,-10299.309095401111,-3574.1965217111406,-800.2641472377848,-16665.391082488957,-1490.356622121131,-15736.174049447418,-12926.647990742204,-18747.13723594768,844.8265630499478,-10633.995976984259,-10156.528109224324,-5995.785797225581,-11170.494985669551,-8354.531438859189,-14218.395603918765,-18747.76223479284,-1830.9497427910396,-17971.57616898871,-15417.955887434237,-11681.90029072167,-554.7333509167029,-15236.61247251108,-12427.867662362316,-8731.374492548373,-6722.909453684653,-2227.7615095830847,-9607.43537380906,12942.054210427656,-5031.3813292015375,-7707.188884984783,-3555.94655543247,-16166.048255148424,-16738.578447257187,-13387.772138701206,-15411.612149155862,-11296.588502680568,1554.919000978412,12457.43010589064,-9335.37337651094,-21384.851112118427,-22304.599412655793,3023.47878745072,-18363.012945712384,-13692.959074792805,30
18,-18882.73073540513,-16813.859558156702,-3983.0082663302564,-5759.317484159318,-8186.312999684392,-16104.95461803404,-9624.060343090314,-3283.228309346931,-2812.354179403433,2183.4490896135044,-3513.82163326869,-4431.038688483159,-4317.382648490823,-4375.9762902245675,-2897.8540214213126,625.8269677059053,-5701.630090751056,-8717.405768359049,-6490.65988282322,-9713.99767690883,-10302.402839684653,-3576.196518015652,-802.6078929071344,-16672.453569439265,-1237.1070900623238,-15744.205284607724,-12936.304222899926,-18751.66847757509,837.7640760996404,-10640.777214454245,-10162.621847964634,-6004.598280942336,-11180.057468000497,-8362.406424308205,-14226.333089252297,-18753.54347411057,-1838.2934792216688,-17982.35739906772,-15423.237127675837,-11690.212775362297,-560.8895895415283,-15240.549965235587,-12428.867660514572,-8739.749477073517,-6732.1906865352785,-2237.6364913366115,-9615.904108160978,12931.210480464131,-5040.756311878937,-7716.813867200246,-3565.5715376479334,-16176.079486613242,-16747.29718114717,-13396.77212207151,-15419.299634951329,-11303.994738995714,1574.7939642544982,12437.992641806166,-9344.24836011221,-21388.038606228743,-22309.599403417073,3018.5725465162145,-18309.106795317337,-13699.334063013437,30
19,-18885.324480612544,-16815.89080440347,-3993.633246697975,-5763.036227288019,-8185.313001532136,-16108.86086081629,-9628.247835352886,-3287.8220508588565,-2805.947941240544,2179.386597119965,-3517.759125993198,-4434.569931958312,-4319.695144217915,-4379.5387836419795,-2901.666514376788,622.3894740575256,-5698.536346467514,-8713.468275634541,-6488.597386634192,-9711.278931932384,-10298.43409701789,-3573.7902724617866,-797.982901452951,-16671.047322037655,-1221.6696185868734,-15742.799037206114,-12935.272974805412,-18750.668479422835,839.8265722886682,-10641.277213530373,-10163.028097213988,-6004.254531577498,-11178.682470541145,-8358.906430775309,-14223.270594911013,-18751.480977921543,-1834.1059869590972,-17979.826153744823,-15423.737126751965,-11689.837776055201,-558.2020945073405,-15243.424959923323,-12429.555159244246,-8741.093224590611,-6734.0031831862425,-2239.1677385072535,-9619.060352329036,12928.74173502575,-5042.162559280547,-7718.626363851209,-3567.602783894703,-16175.704487306146,-16745.23468495814,-13396.209623110866,-15418.424636568107,-11305.275986628292,1622.3876263134275,12443.867630950668,-9344.4046098235,-21390.694851320673,-22312.411898220293,3017.6662981907325,-18335.325496871796,-13700.271561281177,30
20,-18876.668246607078,-16804.953324613172,-3981.2895195060664,-5755.786240684164,-8182.4380068444,-16101.329624732112,-9619.279101924842,-3279.3533165069393,-2798.197955560561,2188.542830201558,-3510.4466395048266,-4425.819948126073,-4310.695160847612,-4370.78879980974,-2893.854028812289,630.1082097952509,-5693.192606341397,-8706.999537587137,-6485.191142928071,-9705.466442672396,-10291.652859547903,-3568.384032451153,-790.6391650223217,-16661.641089417997,-1479.91914140696,-15734.549052450002,-12925.522992820916,-18743.793492126075,847.2015586615555,-10631.995980679747,-10153.590614652072,-5995.192048322679,-11167.994990288911,-8350.500196307907,-14214.583110963289,-18743.07474345414,-1827.012250066532,-17969.576172684203,-15415.830891360692,-11680.994042396189,-549.4208607328434,-15234.42497655302,-12426.336415191674,-8732.186991047081,-6726.596946871097,-2231.2302531737223,-9611.591616129374,12937.147969493151,-5035.943820771205,-7708.376382790587,-3560.0090479260098,-16163.892009132622,-16734.547204705905,-13384.522144706376,-15409.580902909092,-11297.33850129476,1637.043849232428,12428.430159475218,-9332.529631765461,-21382.94486564069,-22305.56816086579,3025.8850330045857,-18407.919112737123,-13693.209074330869,30
21,-18874.855749956114,-16801.85958032963,-3973.2270344035032,-5751.223749114497,-8179.750511810213,-16096.36088391309,-9613.810362029692,-3274.6345752259817,-2788.1354741534856,2193.3865712515476,-3506.696646433867,-4422.2262047664035,-4305.195171010205,-4365.851308932976,-2887.197791111336,636.8269473807202,-5694.255104378169,-8707.030787529395,-6485.628642119683,-9704.810193884978,-10291.059110645001,-3569.946529564053,-791.1704140407077,-16659.54734328671,-1529.7627993084652,-15732.049057069364,-12920.679251770927,-18739.605999863503,850.6390523099352,-10627.964738128467,-10149.059373024664,-5992.0983040391375,-11162.370000682471,-8349.750197693716,-14213.083113734907,-18739.449750152213,-1825.824752260728,-17967.91992574453,-15412.705897134892,-11677.36904909426,-548.2958628115555,-15230.487483828512,-12427.211413574898,-8729.061996821283,-6723.159453222717,-2228.4177583705027,-9609.904119247441,12939.272965566695,-5034.662573138627,-7703.282642202533,-3557.384052776338,-16163.079510633914,-16731.859709671717,-13382.2721488638,-15409.830902447156,-11297.057251814438,1555.325250227766,12425.523914845226,-9332.060882631591,-21380.194870721985,-22303.818164099343,3031.4475227265093,-18400.7941259023,-13690.521579296681,30
22,-18881.543237599326,-16809.765815720904,-3981.8520184667104,-5759.098734563512,-8185.938000377296,-16099.142128774052,-9619.560351405164,-3280.4783144282273,-2809.1041854086016,2185.85533516737,-3513.852883210948,-4430.319939811225,-4313.07015645922,-4373.257545248122,-2892.3540315839055,630.1394597375089,-5700.755092367832,-8713.218276096479,-6491.316131610638,-9710.622683144966,-10296.09035134854,-3574.2902715379146,-796.3266545132772,-16667.98482769637,-1307.606959796365,-15741.517789573536,-12930.522983582196,-18747.980984388647,840.1703216535062,-10636.777221845221,-10158.684355240126,-6002.410784984276,-11167.432491328267,-8359.250180140147,-14223.426844622303,-18749.19973213671,-1834.1684868436132,-17977.107408768377,-15422.018379927775,-11684.931535120697,-556.7020972789567,-15236.45622279979,-12427.680162708768,-8737.06198203933,-6729.65944121238,-2237.6364913366115,-9617.341605504846,12932.429228212193,-5041.256310955065,-7711.938876207998,-3562.9152925560034,-16174.07949030873,-16741.703441482987,-13392.178380559584,-15417.830887665205,-11307.588482355382,1537.8565325055458,12403.680205206885,-9343.592111324791,-21383.507364601333,-22308.22440595772,3025.5100336974897,-18347.29422475661,-13696.427818383443,30
